branch,category,seatpool,oprank,closerank
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",General,Gender-Neutral,7745,8432
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",EWS,Gender-Neutral,904,904
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",OBC-NCL,Gender-Neutral,3213,3586
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",SC,Gender-Neutral,1868,2032
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",ST,Gender-Neutral,805,838
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",General,Female-Only,14418,14452
"Metallurgical and Materials Engineering(4 year, Bachelor of Technology, Engineering)",SC,Female-Only,3219,3373
"Computer Science and Engineering(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",General,Gender-Neutral,2114,2574
"Computer Science and Engineering(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",OBC-NCL,Gender-Neutral,774,933
"Computer Science and Engineering(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",SC,Gender-Neutral,590,655
"Computer Science and Engineering(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",General,Female-Only,5198,5198
"Computer Science and Engineering(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",OBC-NCL,Female-Only,2329,2329
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",General,Gender-Neutral,8957,9071
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",EWS,Gender-Neutral,977,977
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,3643,3666
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",SC,Gender-Neutral,2037,2037
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",ST,Gender-Neutral,954,954
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",General,Female-Only,15291,15576
"Electrical Engineering and M.Tech Power Electronics and Drives(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",General,Gender-Neutral,4855,5082
"Electrical Engineering and M.Tech Power Electronics and Drives(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",EWS,Gender-Neutral,490,490
"Electrical Engineering and M.Tech Power Electronics and Drives(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2123,2215
"Electrical Engineering and M.Tech Power Electronics and Drives(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1348,1445
"Electrical Engineering and M.Tech Power Electronics and Drives(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",General,Female-Only,9433,9433
"Electrical Engineering and M.Tech Power Electronics and Drives(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,4377,4377
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",General,Gender-Neutral,7833,8565
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",EWS,Gender-Neutral,851,851
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,3044,3122
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1585,1585
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",ST,Gender-Neutral,597,597
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",General,Female-Only,14251,14251
"Civil Engineering and M.Tech in Transportation Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,6307,6307
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",General,Gender-Neutral,5940,6179
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",EWS,Gender-Neutral,756,756
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2407,2442
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1273,1273
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",ST,Gender-Neutral,698,698
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",General,Female-Only,11078,11078
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,6011,6011
"Mechanical Engineering and M. Tech. in Mechanical System Design(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",SC,Female-Only,2717,2717
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",General,Gender-Neutral,5621,6591
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2554,2921
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1463,1463
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",ST,Gender-Neutral,670,670
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",General,Female-Only,12989,12989
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,6790,6790
"Mechanical Engineering and M. Tech. in Thermal Science & Engineering(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",SC,Female-Only,3205,3205
"Civil Engineering and M. Tech. in Structural Engineering(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",General,Gender-Neutral,7951,8453
"Civil Engineering and M. Tech. in Structural Engineering(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,3083,3307
"Civil Engineering and M. Tech. in Structural Engineering(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1636,1636
"Civil Engineering and M. Tech. in Structural Engineering(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",ST,Gender-Neutral,556,623
"Civil Engineering and M. Tech. in Structural Engineering(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",General,Female-Only,14832,14832
"Civil Engineering and M. Tech. in Structural Engineering(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,5788,5788
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",General,Gender-Neutral,6036,6996
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",EWS,Gender-Neutral,765,765
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2778,2918
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1442,1442
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",ST,Gender-Neutral,687,687
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",General,Female-Only,12699,13209
"Mechanical Engineering with M.Tech. in Manufacturing Engineering(5 year, Bachelor
and Master of Technology (Dual Degree), Engineering)",SC,Female-Only,3331,3331
"Civil Engineering and M.Tech. in Environmental Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",General,Gender-Neutral,8659,8730
"Civil Engineering and M.Tech. in Environmental Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,3007,3450
"Civil Engineering and M.Tech. in Environmental Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1675,1675
"Civil Engineering and M.Tech. in Environmental Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",ST,Gender-Neutral,604,604
"Civil Engineering and M.Tech. in Environmental Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",General,Female-Only,13944,13944
"Civil Engineering and M.Tech. in Environmental Engineering(5 year, Bachelor and
Master of Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,6386,6386
