branch,seatpool,oprank,closerank,category
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,777,1845,ST
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,1314,1314,ST
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,9532,11367,OBC-NCL
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,17214,17297,OBC-NCL
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,912,912,OBC-NCL(PwD)
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4853,4909,GEN-EWS
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,5796,5918,GEN-EWS
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,29586,37162,OPEN
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,42233,44720,OPEN
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1732,2154,OPEN (PwD)
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5525,6508,SC
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,8382,8382,SC
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1606,2059,ST
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,3955,3955,ST
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,10787,30381,OBC-NCL
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,19984,19984,OBC-NCL
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5712,8285,GEN-EWS
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,14296,14296,GEN-EWS
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,6359,36702,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,29149,35748,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,253,253,OPEN (PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4940,5925,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,13788,13788,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2176,2186,ST
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,6426,6426,ST
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5012,7134,OBC-NCL
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,11267,13911,OBC-NCL
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2775,2961,GEN-EWS
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,4302,4302,GEN-EWS
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,12876,21782,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,25453,27833,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,752,752,OPEN (PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2140,3465,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,5427,5427,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,934,934,ST
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,90037,209562,OBC-NCL
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,119404,155942,OBC-NCL
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,9672,12160,GEN-EWS
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,17295,17295,GEN-EWS
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,42399,72954,OPEN
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,67785,90974,OPEN
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1421,1421,OPEN (PwD)
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8239,13300,SC
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,15769,15769,SC
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2049,2185,ST
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,3679,3679,ST
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8885,10152,OBC-NCL
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,14491,15111,OBC-NCL
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1227,1227,OBC-NCL(PwD)
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4262,4340,GEN-EWS
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,5348,5348,GEN-EWS
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,24285,32569,OPEN
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,37825,40497,OPEN
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1839,1839,OPEN (PwD)
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4304,6415,SC
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,7197,7197,SC
"Electrical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1247,2193,ST
"Electrical Engineering (4 Years, Bachelor of Technology)",Female-Only,3299,3299,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,31348,376638,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,50179,295861,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,12711,14166,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,24621,24621,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,39859,67749,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,38686,77996,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2015,2015,OPEN (PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,6687,24138,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,18318,21357,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2290,2772,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,5628,5628,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,7637,9263,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,13978,15505,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1113,1113,OBC-NCL(PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3727,3750,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,4457,4457,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,22355,29442,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,33513,34891,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2307,2307,OPEN (PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4490,5726,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,5115,5115,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2004,2562,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,3798,3798,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,94266,355890,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,12397,12421,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,24899,24899,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,39498,79706,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,95648,109181,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2473,2473,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,9875,19542,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,27219,27219,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2328,3136,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,4880,4880,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8835,10301,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,16491,16871,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,941,941,OBC-NCL(PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4330,4330,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,5845,5845,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,29527,33262,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,42285,43618,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2293,2293,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5788,6210,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,8685,8685,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2205,2459,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,15347,15847,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,26609,26609,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,86524,107994,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,118594,133357,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2838,2838,OPEN (PwD)
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,27702,31633,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,35558,35558,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4050,4785,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,7562,7562,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,12076,12649,OBC-NCL
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,17312,17356,OBC-NCL
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4960,4973,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,6164,6164,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,33828,38985,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,44195,44911,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2625,2625,OPEN (PwD)
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,7157,7534,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,9619,9619,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2741,3332,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,5218,5218,ST
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,41906,256248,OBC-NCL
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,57546,57546,OBC-NCL
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,13528,14399,GEN-EWS
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,20825,20825,GEN-EWS
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,36936,72514,OPEN
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,52721,65954,OPEN
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,2156,2156,OPEN (PwD)
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,10032,24522,SC
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,15826,15826,SC
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,2413,3341,ST
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,7297,9374,OBC-NCL
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,13939,13939,OBC-NCL
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,3558,3595,GEN-EWS
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,23198,27233,OPEN
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,30939,32687,OPEN
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,1563,1563,OPEN (PwD)
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,3869,4746,SC
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,6831,8186,SC
"Information Technology (4 Years, Bachelor of Technology)",Gender-Neutral,2731,2731,ST
"Information Technology (4 Years, Bachelor of Technology)",Female-Only,4225,4225,ST
