branch,seatpool,oprank,closerank,category
"Engineering Physics (4 Years, Bachelor of Technology)",Gender-Neutral,598,1298,OPEN (PwD)
"Engineering Physics (4 Years, Bachelor of Technology)",Female-Only,501,1045,SC
"Engineering Physics (4 Years, Bachelor of Technology)",Gender-Neutral,250,482,SC
"Engineering Physics (4 Years, Bachelor of Technology)",Female-Only,1100,1100,ST
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,95,247,ST
"Mathematics and Computing (4 Years, Bachelor of Technology)",Female-Only,469,866,OBC-NCL
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,36,36,OBC-NCL
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,23,29,GEN-EWS
"Mathematics and Computing (4 Years, Bachelor of Technology)",Female-Only,89,89,OPEN
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,97,314,OPEN
"Mathematics and Computing (4 Years, Bachelor of Technology)",Female-Only,438,989,OPEN (PwD)
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,8,11,SC
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,79,207,SC
"Mathematics and Computing (4 Years, Bachelor of Technology)",Female-Only,328,558,ST
"Mathematics and Computing (4 Years, Bachelor of Technology)",Gender-Neutral,82,145,ST
"Mathematics and Computing (4 Years, Bachelor of Technology)",Female-Only,437,437,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,155,606,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,2008,2481,OBC-NCL(PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,21,21,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,85,113,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,780,780,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,498,1221,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,2875,4125,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,32,32,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,56P,56P,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,57,310,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,506,785,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8,108,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,856,1008,OBC-NCL
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1185,1667,OBC-NCL
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Female-Only,3266,4530,GEN-EWS
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,267.1,333,GEN-EWS
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Female-Only,1346,1346,OPEN
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1940,3205,OPEN
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Female-Only,4811,7047,OPEN (PwD)
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,87P,87P,SC
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,679,1364,SC
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Female-Only,1692,2176,ST
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,415,660,ST
"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Female-Only,670P,670P,OBC-NCL
"Textile Technology (4 Years, Bachelor of Technology)",Gender-Neutral,2093,3239,OBC-NCL
"Textile Technology (4 Years, Bachelor of Technology)",Female-Only,4914,6188,GEN-EWS
"Textile Technology (4 Years, Bachelor of Technology)",Gender-Neutral,578,662,GEN-EWS
"Textile Technology (4 Years, Bachelor of Technology)",Female-Only,1727,1727,OPEN
"Textile Technology (4 Years, Bachelor of Technology)",Gender-Neutral,3937,6177,OPEN
"Textile Technology (4 Years, Bachelor of Technology)",Female-Only,7440,9677,SC
"Textile Technology (4 Years, Bachelor of Technology)",Gender-Neutral,1407,2125,SC
"Textile Technology (4 Years, Bachelor of Technology)",Female-Only,2450,2605,ST
"Textile Technology (4 Years, Bachelor of Technology)",Gender-Neutral,361,1020,ST
"Textile Technology (4 Years, Bachelor of Technology)",Female-Only,699,579P,OBC-NCL
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,1370,1896,OBC-NCL
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,3829,4174,GEN-EWS
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,315,419,GEN-EWS
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,1483,1483,OPEN
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,2045,3103,OPEN
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,4216,4797,SC
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,774,1060,SC
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,2364,2364,ST
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,414,539,ST
"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,948,948,OBC-NCL
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,75,147,OBC-NCL
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,245,324,OBC-NCL(PwD)
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,11,11,GEN-EWS
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,32,34,OPEN
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,120,192,OPEN
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,519,864,OPEN (PwD)
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,7,7,SC
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,37,80,SC
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,124,124,ST
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,34,69,ST
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,176,176,OBC-NCL
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,252,344,OBC-NCL
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,1337,1482,GEN-EWS
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,40,40,OPEN
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,243,378,OPEN
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,1035,1585,OPEN (PwD)
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,48,48,SC
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,147,275,SC
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,615,615,ST
"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,134,255,ST
